country,link,score,description,image
Bosnia and Herzegovina,Prince Marko,0.4322175511473418,king,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Marko_Mrnjavcevic.JPG/220px-Marko_Mrnjavcevic.JPG
Slovenia,Giuseppe Tartini,0.6159012646410303,composer,http://aviolinslife.frankalmond.com/wp-content/uploads/sites/2/2013/03/Tartini1.png
Slovenia,Hugo Wolf,0.5959509098051498,composer,https://onbresearch.files.wordpress.com/2016/03/hugo-wolf-c3a4lter1.jpg
Slovenia,France Prešeren,0.5681425855558165,poet,https://upload.wikimedia.org/wikipedia/commons/b/b0/Pre%C5%A1ern-Goldenstein.jpg
Slovenia,Fritz Pregl,0.5284918710626835,chemist,https://upload.wikimedia.org/wikipedia/commons/1/1d/Fritz_Pregl.jpg
Slovenia,Barbara of Cilli,0.4821866336911035,Holy Roman Empress,https://upload.wikimedia.org/wikipedia/commons/b/b2/Barbara_of_Celje_-_Meister_der_Chronik_des_Konzils_von_Konstanz_001.jpg
Albania,Zog I,0.6498197028552536,king,http://www.historyfiles.co.uk/images/Europe/Balkans/Albania_KingZog_full.jpg
Albania,Skanderbeg,0.6475778154259626,military commander,https://lh3.googleusercontent.com/-D_ohGBVeG5s/VOiIHhzKm8I/AAAAAAAAAnA/gGb0M8w8TPA/w784-h960/10553324_839986702700001_5466115901254661993_n.jpg
Albania,Ali Pasha of Ioannina,0.5445219112089184,pasha,http://pre06.deviantart.net/2171/th/pre/f/2015/013/c/2/ali_pasha_tepelena_by_eduartinehistorise-d8dq9uu.jpg
Albania,Ismail Qemali,0.4735479214174467,statesman,https://upload.wikimedia.org/wikipedia/commons/7/76/Ismail_Kemal_Bey.png
Albania,Köprülü Mehmed Pasha,0.414163197906864,pasha,https://upload.wikimedia.org/wikipedia/commons/8/8f/Mehmedpasha.jpg
Montenegro,Alexander I,0.6514737046952929,king of Yugoslavia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kralj_aleksandar1.jpg/220px-Kralj_aleksandar1.jpg
Montenegro,Nikola I Petrović-Njegoš,0.5973457553354186,prince,http://www.znanje.org/i/i25/05iv01/05iv0128/nikola%201.jpg
Montenegro,Stefan Nemanja,0.5624250875132605,grand prince,http://www.narodnimuzej.rs/images/Simeon-Nemanja-Bogorodica-Ljeviska-freska-Narodni-muzej.png
Montenegro,Elena,0.5230516487803459,queen of Italy,http://4.bp.blogspot.com/--MuMvAa3GGE/TZXN0yT148I/AAAAAAAAEfM/jK_uAJ-q2TE/s1600/elena_italy_blk_pt.jpg
Montenegro,Princess Anastasia,0.477610224255037,grand duchess of Russia,https://upload.wikimedia.org/wikipedia/commons/0/04/Anasztaszija_Nyikolajevna_of_Montenegro.jpg
Azerbaijan,Murad III,0.652796032218468,sultan,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Sultan_Murad_III.jpeg/220px-Sultan_Murad_III.jpeg
Azerbaijan,Nizami Ganjavi,0.6291873601286629,poet,https://upload.wikimedia.org/wikipedia/commons/a/ab/Nizami_Rug_Crop.jpg
Azerbaijan,Ivan Bagramyan,0.6178207913965073,military commander,https://upload.wikimedia.org/wikipedia/en/f/f4/Bagramyan.jpg
Azerbaijan,Shirali Muslimov,0.3895239196897421,longevity claimant,https://upload.wikimedia.org/wikipedia/en/3/32/Shirali_Muslimov_1970.jpg
Azerbaijan,Meshadi Azizbekov,0.36688120718660056,revolutionary,https://upload.wikimedia.org/wikipedia/commons/c/cb/Mashadi_Azizbekov.png
Armenia,George Gurdjieff,0.7264722771949895,mystic,https://upload.wikimedia.org/wikipedia/commons/3/3b/Georges_Gurdjieff.JPG
Armenia,Anastas Mikoyan,0.6482638205627723,communist,https://upload.wikimedia.org/wikipedia/commons/7/70/%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_%D0%9C%D0%B8%D0%BA%D0%BE%D1%8F%D0%BD_3x4.jpg
Armenia,Khachatur Abovian,0.4625944167091228,writer,https://upload.wikimedia.org/wikipedia/commons/0/08/Abovianportrait.jpg
Armenia,Hovhannes Tumanyan,0.442841542097724,poet,https://upload.wikimedia.org/wikipedia/commons/4/4f/%D5%80%D5%B8%D5%BE%D5%B0%D5%A1%D5%B6%D5%B6%D5%A5%D5%BD_%D4%B9%D5%B8%D6%82%D5%B4%D5%A1%D5%B6%D5%B5%D5%A1%D5%B6.jpg
Armenia,Hamo Beknazarian,0.2407114409140949,film director,https://upload.wikimedia.org/wikipedia/en/9/94/Hamo_Beknazarian.jpg
Iceland,Snorri Sturluson,0.6279854118429747,writer,https://upload.wikimedia.org/wikipedia/is/8/86/Snorri_sturluson_1930.jpg
Iceland,Ásgeir Ásgeirsson,0.4916726777879626,president,https://upload.wikimedia.org/wikipedia/commons/d/d5/Asgeir_Asgeirsson.jpg
Iceland,Jón Sigurðsson,0.4270445691975136,independence leader,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Sigur%C3%B0sson_by_%C3%9Eorl%C3%A1ksson.jpg/220px-Sigur%C3%B0sson_by_%C3%9Eorl%C3%A1ksson.jpg
Iceland,Ari Þorgilsson,0.40050304065411774,chronicler,https://i.pinimg.com/736x/3b/ee/88/3bee8847c774c9f726c666897d579f7c--how-to-be-vikings.jpg
Iceland,Ólafur Thors,0.3852995935705196,prime minister,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Olafur_Thors.jpg/220px-Olafur_Thors.jpg
Moldova,Anton Rubinstein,0.6444661569376651,pianist,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Anton_Rubinstein_by_J_Ganz.png/220px-Anton_Rubinstein_by_J_Ganz.png
Moldova,Jerzy Neyman,0.4660529064313632,statistician,http://www.learn-math.info/history/photos/Neyman_3.jpeg
Moldova,William F. Friedman,0.4638540252196277,cryptographer,https://upload.wikimedia.org/wikipedia/commons/f/fc/William-Friedman.jpg
Moldova,Lev Berg,0.3955183911058024,geographer,https://upload.wikimedia.org/wikipedia/commons/9/97/%D0%9B._%D0%A1._%D0%91%D0%B5%D1%80%D0%B3.jpg
Moldova,Nachum Gutman,0.3050822792073453,painter,https://streetsofisrael.files.wordpress.com/2014/11/gutman-nachum.jpg
Kosovo,Lazar of Serbia,0.5744968814496537,Serbian prince,https://upload.wikimedia.org/wikipedia/commons/9/90/Prince_Lazar_%28Ravanica_Monastery%29.jpg
Kosovo,Isa Boletini,0.3919600600745093,guerilla fighter,http://www.shqipmedia.com/wp-content/uploads/2017/01/0a-44.jpg
Kosovo,Vuk Branković,0.3812571445056529,nobleman,http://www.novosti.rs/upload/images/2015//04/18/14%20(2).jpg
Kosovo,Mara Branković,0.35564273071367924,sultanina,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Irene_Kantakouzene%2C_Esphigmenou_charter_%281429%29.jpg/500px-Irene_Kantakouzene%2C_Esphigmenou_charter_%281429%29.jpg
Kosovo,Hasan Prishtina,0.3101488493663879,Albanian prime minister,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Hasan_Pristina.jpg/220px-Hasan_Pristina.jpg
Cyprus,Peter I ,0.4095859747709182,king,http://www.thehistoryblog.com/wp-content/uploads/2012/10/Pierre_1er_de_Lusignan.jpg
Cyprus,John II ,0.40389445996974105,king,https://upload.wikimedia.org/wikipedia/commons/3/31/John_Poitiers-Lusignan_1418-58.jpeg
Cyprus,Anne ,0.39847660425805387,duchess of Savoy,https://upload.wikimedia.org/wikipedia/commons/0/07/Anne_de_chypre.jpg
Cyprus,Henry I ,0.3769396501227134,king,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Portrait_of_Henry_I_of_Cyprus_in_Galatina_%28Lecce%29.jpg/220px-Portrait_of_Henry_I_of_Cyprus_in_Galatina_%28Lecce%29.jpg
Cyprus,Charlotte ,0.3721490856471042,queen,https://www.cyprusnewsreport.com/wp-content/uploads/2016/03/queen-cornaro.jpg
Malta,Nicolas Isouard,0.3964012902282567,composer,https://i.ytimg.com/vi/kP4Laq8pj8U/hqdefault.jpg
Malta,Joseph Calleia,0.3674160562716561,actor,http://www.nndb.com/people/731/000277897/joseph-calleia-2-sized.jpg
Malta,George Preca,0.3458339334972965,Catholic priest,http://www.sdc.me.uk/st_george_preca/images/St_George_Preca.gif
Malta,Gerald Strickland,0.2967617689459582,prime minister,http://content.maltatoday.com.mt/ui_frontend/thumbnail/684/0/gerald_strickland_1.png
Malta,Manwel Dimech,0.22286138849972986,social reformer,https://i.ytimg.com/vi/L15uuUKyyxs/hqdefault.jpg
Macedonia,Dame Gruev,0.3034811723378589,revolutionary,http://www.celokupnabulgaria.eu/wp-content/uploads/2012/12/%D0%94%D0%90%D0%9C%D0%95-%D0%93%D0%A0%D0%A3%D0%95%D0%92.jpg
Macedonia,Gyorche Petrov,0.2340109636337736,revolutionary,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Gjorche_Petrov.jpg/220px-Gjorche_Petrov.jpg
Macedonia,Ilyo Voyvoda,0.2198535163449262,revolutionary,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Ilio_voivoda.jpg/220px-Ilio_voivoda.jpg
Macedonia,Petar Poparsov,0.21920356131396532,revolutionary,https://upload.wikimedia.org/wikipedia/commons/d/d4/Petar_Pop_Arsov.jpg
Macedonia,Georgi Pulevski,0.19042104795448248,writer & revolutionary,https://upload.wikimedia.org/wikipedia/commons/b/bd/Georgi_Pulevski.jpg
