group,name,description,image
_m,Lübeck,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Flagge_Luebeck.svg/1920px-Flagge_Luebeck.svg.png
_m,Black Country,England,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Black_Country_Flag.svg/1920px-Black_Country_Flag.svg.png
_m,Durham,England,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Flag_of_Durham.svg/1920px-Flag_of_Durham.svg.png
_m,Sardinia,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Sardinia%2C_Italy.svg/1280px-Flag_of_Sardinia%2C_Italy.svg.png

_n,Amsterdam,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Flag_of_Amsterdam.svg/1920px-Flag_of_Amsterdam.svg.png
_n,Asperen,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Asperen_vlag.svg/1920px-Asperen_vlag.svg.png
_n,Drenthe,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Flag_of_Drenthe.svg/1920px-Flag_of_Drenthe.svg.png
_n,Hendrik-Ido-Ambacht,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Flag_of_Hendrik-Ido-Ambacht.svg/1920px-Flag_of_Hendrik-Ido-Ambacht.svg.png
_n,Montfoort,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Montfoort_vlag.svg/1280px-Montfoort_vlag.svg.png

_n2,Peel en Maas,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Peel_en_Maas_vlag.svg/1920px-Peel_en_Maas_vlag.svg.png
_n2,Rossum,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Rossum_vlag.svg/1280px-Rossum_vlag.svg.png
_n2,Veghel,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Veghel.svg/1920px-Flag_of_Veghel.svg.png
_n2,Broërec,Brittany,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag-Pays-Vannetais.png
_n2,Vannes,Brittany,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Drapeau_de_Vannes.svg/1920px-Drapeau_de_Vannes.svg.png

_m2,Martinice,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_Martinice.svg/1920px-Flag_of_Martinice.svg.png
_m2,Třebíč,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Flag_of_Trebic.svg/1920px-Flag_of_Trebic.svg.png
_m2,Kujawsko-Pomorskie,Poland,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/POL_wojew%C3%B3dztwo_kujawsko-pomorskie_flag.svg/1920px-POL_wojew%C3%B3dztwo_kujawsko-pomorskie_flag.svg.png
_m2,Udmurtia,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Flag_of_Udmurtia.svg/1920px-Flag_of_Udmurtia.svg.png
_m2,Chyhyryn,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Chyhyryn_flag.svg/1920px-Chyhyryn_flag.svg.png

_s,Kagoshima,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Flag_of_Kagoshima_Prefecture.svg/1920px-Flag_of_Kagoshima_Prefecture.svg.png
_s,Toshima,Japan,https://upload.wikimedia.org/wikipedia/commons/4/44/Flag_of_Toshima%2C_Kagoshima.png
_s,Paraíba,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Bandeira_da_Para%C3%ADba.svg/1280px-Bandeira_da_Para%C3%ADba.svg.png
_s,Guarabira,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Bandeiraguarabira.svg/1920px-Bandeiraguarabira.svg.png
_s,Lorena,Brazil,https://upload.wikimedia.org/wikipedia/commons/d/d3/Bandeira_Oficial_do_Munic%C3%ADpio_de_Lorena.jpg

_s2,Georgia (US state),"de facto flag, 1861",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_the_State_of_Georgia_%281861%2C_red%29.svg/1024px-Flag_of_the_State_of_Georgia_%281861%2C_red%29.svg.png
_s2,Klu Klux Klan,supremacist terrorist group,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Flag_of_the_Ku_Klux_Klan.svg/1024px-Flag_of_the_Ku_Klux_Klan.svg.png
_s2,United Farm Workers,Chicano pride flag,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/UFW_Flag.svg/1280px-UFW_Flag.svg.png
_s2,Arapaho Nation,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Flag_of_Arapaho_Nation.svg/1024px-Flag_of_Arapaho_Nation.svg.png
_s2,Tino rangatiratanga,Māori sovereignty flag,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Tino_Rangatiratanga_Maori_sovereignty_movement_flag.svg/1920px-Tino_Rangatiratanga_Maori_sovereignty_movement_flag.svg.png
